config,acc,dataset,ece,sce,ace,MCE,cwECE,Marginal_CE_debias,Marginal_CE,ECE_em,Ole,KSCE,KDECE,MMCE,NLL,brier,timestamp
t2t_vit_7,0.9653,cifar10,"{'n_bins': 5, 'result': 0.0206284184813499}, {'n_bins': 10, 'result': 0.021360503694415056}, {'n_bins': 15, 'result': 0.02126223891973491}, {'n_bins': 20, 'result': 0.021615361873805507}, {'n_bins': 25, 'result': 0.021419857282936557}, {'n_bins': 50, 'result': 0.02259977083653207}, {'n_bins': 100, 'result': 0.023714175410568743}, {'n_bins': 200, 'result': 0.025969297270476803}, {'n_bins': 500, 'result': 0.029614536233246273}","{'n_bins': 5, 'logits': False, 'result': 0.00441379923624656}, {'n_bins': 10, 'logits': False, 'result': 0.004607602387299703}, {'n_bins': 15, 'logits': False, 'result': 0.004863985569995416}, {'n_bins': 20, 'logits': False, 'result': 0.004947453846266141}, {'n_bins': 25, 'logits': False, 'result': 0.005140298666627495}, {'n_bins': 50, 'logits': False, 'result': 0.005706205844498178}, {'n_bins': 100, 'logits': False, 'result': 0.006334006171833529}, {'n_bins': 200, 'logits': False, 'result': 0.0068483391667046815}, {'n_bins': 500, 'logits': False, 'result': 0.007347694671194665}","{'n_bins': 5, 'logits': False, 'result': 0.0007732046829015312}, {'n_bins': 10, 'logits': False, 'result': 0.00405059388572493}, {'n_bins': 15, 'logits': False, 'result': 0.0014962887070758763}, {'n_bins': 20, 'logits': False, 'result': 0.004052630885922459}, {'n_bins': 25, 'logits': False, 'result': 0.0019698784156887235}, {'n_bins': 50, 'logits': False, 'result': 0.004062329245245409}, {'n_bins': 100, 'logits': False, 'result': 0.0041012138363459155}, {'n_bins': 200, 'logits': False, 'result': 0.0041732096236580096}, {'n_bins': 500, 'logits': False, 'result': 0.004461850982545277}","{'n_bins': 5, 'result': 0.18647598368780954}, {'n_bins': 10, 'result': 0.3663349151611328}, {'n_bins': 15, 'result': 0.3663349151611328}, {'n_bins': 20, 'result': 0.7851420491933823}, {'n_bins': 25, 'result': 0.7851420491933823}, {'n_bins': 50, 'result': 0.7851420491933823}, {'n_bins': 100, 'result': 0.8042275309562683}, {'n_bins': 200, 'result': 0.8076895475387573}, {'n_bins': 500, 'result': 0.8809567093849182}","{'n_bins': 5, 'result': 0.00441379923624656}, {'n_bins': 10, 'result': 0.004607602387299703}, {'n_bins': 15, 'result': 0.004863985569995418}, {'n_bins': 20, 'result': 0.0049474538462661415}, {'n_bins': 25, 'result': 0.005140298666627495}, {'n_bins': 50, 'result': 0.00570620584449818}, {'n_bins': 100, 'result': 0.006334006171833534}, {'n_bins': 200, 'result': 0.006848339166704684}, {'n_bins': 500, 'result': 0.007347694671194657}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0008743974518629681}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0014957110123458722}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.020628561931848526}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.020628806042671206}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.020629094314575196}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.02062911652326584}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.020629948228597643}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.020631394398212436}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.021688971042633058}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.021833849167823792}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.022139716148376468}","{'n_bins': 5, 'logits': False, 'result': 0.020052119468415282}, {'n_bins': 10, 'logits': False, 'result': 0.019885705224006865}, {'n_bins': 15, 'logits': False, 'result': 0.01979026788510932}, {'n_bins': 20, 'logits': False, 'result': 0.019818431903930747}, {'n_bins': 25, 'logits': False, 'result': 0.019770364080590665}, {'n_bins': 50, 'logits': False, 'result': 0.02005070331032721}, {'n_bins': 100, 'logits': False, 'result': 0.020398131729096956}, {'n_bins': 200, 'logits': False, 'result': 0.021077849979998974}, {'n_bins': 500, 'logits': False, 'result': 0.02240214569621448}",{'result': 0.02063611373901364},"{'p_int': None, 'order': 1, 'result': 0.017669819439734297}",{'result': 0.018918516681745955},{'result': 0.16158940615219658},{'result': 0.005794302183281231},2023-09-25 14:29:59.281351
t2t_vit_10,0.9699,cifar10,"{'n_bins': 5, 'result': 0.01860637642145156}, {'n_bins': 10, 'result': 0.01868452375531193}, {'n_bins': 15, 'result': 0.019303124564886132}, {'n_bins': 20, 'result': 0.019383218386769253}, {'n_bins': 25, 'result': 0.019508830797672235}, {'n_bins': 50, 'result': 0.019972138816118198}, {'n_bins': 100, 'result': 0.0202271667540073}, {'n_bins': 200, 'result': 0.021744570100307503}, {'n_bins': 500, 'result': 0.024732053965330132}","{'n_bins': 5, 'logits': False, 'result': 0.003860015373805364}, {'n_bins': 10, 'logits': False, 'result': 0.004087787708299874}, {'n_bins': 15, 'logits': False, 'result': 0.0041943760549655405}, {'n_bins': 20, 'logits': False, 'result': 0.0043871784525764835}, {'n_bins': 25, 'logits': False, 'result': 0.004394619738939219}, {'n_bins': 50, 'logits': False, 'result': 0.005022677388590531}, {'n_bins': 100, 'logits': False, 'result': 0.005538736509734954}, {'n_bins': 200, 'logits': False, 'result': 0.005979934639683231}, {'n_bins': 500, 'logits': False, 'result': 0.006324538046125686}","{'n_bins': 5, 'logits': False, 'result': 0.000947378398100791}, {'n_bins': 10, 'logits': False, 'result': 0.0036172419012307456}, {'n_bins': 15, 'logits': False, 'result': 0.0013981482444540701}, {'n_bins': 20, 'logits': False, 'result': 0.003620189339879873}, {'n_bins': 25, 'logits': False, 'result': 0.0016829018549759437}, {'n_bins': 50, 'logits': False, 'result': 0.0036296325903845557}, {'n_bins': 100, 'logits': False, 'result': 0.003640768439442067}, {'n_bins': 200, 'logits': False, 'result': 0.003781975624150162}, {'n_bins': 500, 'logits': False, 'result': 0.004045666778542448}","{'n_bins': 5, 'result': 0.14889466762542725}, {'n_bins': 10, 'result': 0.7355391681194305}, {'n_bins': 15, 'result': 0.7355391681194305}, {'n_bins': 20, 'result': 0.7355391681194305}, {'n_bins': 25, 'result': 0.7355391681194305}, {'n_bins': 50, 'result': 0.7355391681194305}, {'n_bins': 100, 'result': 0.7355391681194305}, {'n_bins': 200, 'result': 0.8226320743560791}, {'n_bins': 500, 'result': 0.8931618928909302}","{'n_bins': 5, 'result': 0.003860015373805364}, {'n_bins': 10, 'result': 0.004087787708299874}, {'n_bins': 15, 'result': 0.004194376054965542}, {'n_bins': 20, 'result': 0.00438717845257648}, {'n_bins': 25, 'result': 0.004394619738939217}, {'n_bins': 50, 'result': 0.005022677388590529}, {'n_bins': 100, 'result': 0.005538736509734954}, {'n_bins': 200, 'result': 0.0059799346396832345}, {'n_bins': 500, 'result': 0.006324538046125691}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0008293292454105216}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.001357854473391887}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.01848724137544632}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.018488115972280502}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.01849116887450218}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.018490866035223007}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.018492370510101316}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.018497274082899095}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.018513292932510375}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.019276709896326065}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.019293249320983884}","{'n_bins': 5, 'logits': False, 'result': 0.017915523783675814}, {'n_bins': 10, 'logits': False, 'result': 0.01750258611199031}, {'n_bins': 15, 'logits': False, 'result': 0.017637625662441155}, {'n_bins': 20, 'logits': False, 'result': 0.017580294771196596}, {'n_bins': 25, 'logits': False, 'result': 0.01758125322857229}, {'n_bins': 50, 'logits': False, 'result': 0.017697081232024854}, {'n_bins': 100, 'logits': False, 'result': 0.017742055699509096}, {'n_bins': 200, 'logits': False, 'result': 0.018219634567408265}, {'n_bins': 500, 'logits': False, 'result': 0.01934005127008645}",{'result': 0.018497978973388673},"{'p_int': None, 'order': 1, 'result': 0.015548008608087097}",{'result': 0.016778636900833154},{'result': 0.1318076830451695},{'result': 0.005033977067979401},2023-09-25 14:31:39.327249
t2t_vit_12,0.9718,cifar10,"{'n_bins': 5, 'result': 0.01804108296036716}, {'n_bins': 10, 'result': 0.018088434602320177}, {'n_bins': 15, 'result': 0.0180883908048272}, {'n_bins': 20, 'result': 0.018655575396120533}, {'n_bins': 25, 'result': 0.018764661712944476}, {'n_bins': 50, 'result': 0.018919631798565387}, {'n_bins': 100, 'result': 0.019975381414592312}, {'n_bins': 200, 'result': 0.020965245734155195}, {'n_bins': 500, 'result': 0.02437742668539283}","{'n_bins': 5, 'logits': False, 'result': 0.0037899214491818566}, {'n_bins': 10, 'logits': False, 'result': 0.003923419016081605}, {'n_bins': 15, 'logits': False, 'result': 0.004100222310108222}, {'n_bins': 20, 'logits': False, 'result': 0.004248551022607281}, {'n_bins': 25, 'logits': False, 'result': 0.004376575809532147}, {'n_bins': 50, 'logits': False, 'result': 0.004750628212756926}, {'n_bins': 100, 'logits': False, 'result': 0.005200893139325565}, {'n_bins': 200, 'logits': False, 'result': 0.005580499394988368}, {'n_bins': 500, 'logits': False, 'result': 0.0059439007743435635}","{'n_bins': 5, 'logits': False, 'result': 0.0008163757368078395}, {'n_bins': 10, 'logits': False, 'result': 0.0035115909050213666}, {'n_bins': 15, 'logits': False, 'result': 0.0011900266561905718}, {'n_bins': 20, 'logits': False, 'result': 0.0035163407000903656}, {'n_bins': 25, 'logits': False, 'result': 0.0014546109690638323}, {'n_bins': 50, 'logits': False, 'result': 0.003528931376045963}, {'n_bins': 100, 'logits': False, 'result': 0.0035422157165896505}, {'n_bins': 200, 'logits': False, 'result': 0.0035669580542085403}, {'n_bins': 500, 'logits': False, 'result': 0.003836151147715905}","{'n_bins': 5, 'result': 0.11352769447409583}, {'n_bins': 10, 'result': 0.30852034714844845}, {'n_bins': 15, 'result': 0.26132288721741226}, {'n_bins': 20, 'result': 0.6355743110179901}, {'n_bins': 25, 'result': 0.6355743110179901}, {'n_bins': 50, 'result': 0.6355743110179901}, {'n_bins': 100, 'result': 0.6355743110179901}, {'n_bins': 200, 'result': 0.8276641368865967}, {'n_bins': 500, 'result': 0.9247670769691467}","{'n_bins': 5, 'result': 0.0037899214491818553}, {'n_bins': 10, 'result': 0.003923419016081607}, {'n_bins': 15, 'result': 0.004100222310108219}, {'n_bins': 20, 'result': 0.004248551022607282}, {'n_bins': 25, 'result': 0.004376575809532149}, {'n_bins': 50, 'result': 0.004750628212756929}, {'n_bins': 100, 'result': 0.005200893139325562}, {'n_bins': 200, 'result': 0.005580499394988367}, {'n_bins': 500, 'result': 0.005943900774343567}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0005385957536492292}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0012097111455954819}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.01755104156732559}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.017552864384651184}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.01756407132744789}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.017564614033699036}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.0175628042280674}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.01757079216837883}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.017742531275749207}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.01849859884977341}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.018965203392505646}","{'n_bins': 5, 'logits': False, 'result': 0.017270977019891953}, {'n_bins': 10, 'logits': False, 'result': 0.01684870850732778}, {'n_bins': 15, 'logits': False, 'result': 0.016788535719878362}, {'n_bins': 20, 'logits': False, 'result': 0.01685530223421149}, {'n_bins': 25, 'logits': False, 'result': 0.016909558125170206}, {'n_bins': 50, 'logits': False, 'result': 0.016917888310370267}, {'n_bins': 100, 'logits': False, 'result': 0.01722744394765401}, {'n_bins': 200, 'logits': False, 'result': 0.017526278948716292}, {'n_bins': 500, 'logits': False, 'result': 0.01877231551047142}",{'result': 0.017565850067138622},"{'p_int': None, 'order': 1, 'result': 0.01489779781728314}",{'result': 0.01607303338961722},{'result': 0.12497815352668772},{'result': 0.004755291854934778},2023-09-25 14:33:13.343695
t2t_vit_7,0.8271,cifar100,"{'n_bins': 5, 'result': 0.078392394053936}, {'n_bins': 10, 'result': 0.07839243619441982}, {'n_bins': 15, 'result': 0.07839239567369224}, {'n_bins': 20, 'result': 0.07839242084622382}, {'n_bins': 25, 'result': 0.07839248399287459}, {'n_bins': 50, 'result': 0.07957207486778498}, {'n_bins': 100, 'result': 0.08065226631760594}, {'n_bins': 200, 'result': 0.0831591472774744}, {'n_bins': 500, 'result': 0.08868198589086528}","{'n_bins': 5, 'logits': False, 'result': 0.001827814415152723}, {'n_bins': 10, 'logits': False, 'result': 0.0020118066686690434}, {'n_bins': 15, 'logits': False, 'result': 0.00215653321786718}, {'n_bins': 20, 'logits': False, 'result': 0.0022937288693825266}, {'n_bins': 25, 'logits': False, 'result': 0.0023744606906557233}, {'n_bins': 50, 'logits': False, 'result': 0.002767251685826005}, {'n_bins': 100, 'logits': False, 'result': 0.0031419142885990865}, {'n_bins': 200, 'logits': False, 'result': 0.0034346830804257754}, {'n_bins': 500, 'logits': False, 'result': 0.0036864949653592255}","{'n_bins': 5, 'logits': False, 'result': 0.0005171562203163728}, {'n_bins': 10, 'logits': False, 'result': 0.0005925679009116861}, {'n_bins': 15, 'logits': False, 'result': 0.0006693478756545083}, {'n_bins': 20, 'logits': False, 'result': 0.0007589760024790412}, {'n_bins': 25, 'logits': False, 'result': 0.000832195585142601}, {'n_bins': 50, 'logits': False, 'result': 0.0012233979680724757}, {'n_bins': 100, 'logits': False, 'result': 0.001692537832571221}, {'n_bins': 200, 'logits': False, 'result': 0.0018240985584545765}, {'n_bins': 500, 'logits': False, 'result': 0.0020725371575469947}","{'n_bins': 5, 'result': 0.1734778451115897}, {'n_bins': 10, 'result': 0.21702212005917465}, {'n_bins': 15, 'result': 0.2327039295639205}, {'n_bins': 20, 'result': 0.25237736760116203}, {'n_bins': 25, 'result': 0.24211075672736537}, {'n_bins': 50, 'result': 0.2529208439367788}, {'n_bins': 100, 'result': 0.37241176555031225}, {'n_bins': 200, 'result': 0.4962120674274586}, {'n_bins': 500, 'result': 0.8203350752592087}","{'n_bins': 5, 'result': 0.0018278144151527235}, {'n_bins': 10, 'result': 0.002011806668669044}, {'n_bins': 15, 'result': 0.0021565332178671813}, {'n_bins': 20, 'result': 0.002293728869382525}, {'n_bins': 25, 'result': 0.0023744606906557163}, {'n_bins': 50, 'result': 0.002767251685826006}, {'n_bins': 100, 'result': 0.003141914288599081}, {'n_bins': 200, 'result': 0.0034346830804257845}, {'n_bins': 500, 'result': 0.0036864949653592233}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0002648131133273602}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0006751013487426422}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.07839245796203614}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.07839719355106353}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.07839449716806413}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.07839719012975693}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.07839541218280792}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.0784043973982334}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.07843764320015909}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.07933161496818066}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.08236823998987676}","{'n_bins': 5, 'logits': False, 'result': 0.06813430004345365}, {'n_bins': 10, 'logits': False, 'result': 0.06706338664872433}, {'n_bins': 15, 'logits': False, 'result': 0.06671007532497575}, {'n_bins': 20, 'logits': False, 'result': 0.06663538693161278}, {'n_bins': 25, 'logits': False, 'result': 0.06657183422823088}, {'n_bins': 50, 'logits': False, 'result': 0.06666107740645509}, {'n_bins': 100, 'logits': False, 'result': 0.06683031728371157}, {'n_bins': 200, 'logits': False, 'result': 0.06738298030121084}, {'n_bins': 500, 'logits': False, 'result': 0.068812356256151}",{'result': 0.07840364303588865},"{'p_int': None, 'order': 1, 'result': 0.07124600063923296}",{'result': 0.06518596474702204},{'result': 0.716448832857008},{'result': 0.002642215278912777},2023-09-25 14:36:03.078672
t2t_vit_10,0.8452,cifar100,"{'n_bins': 5, 'result': 0.06860075731575485}, {'n_bins': 10, 'result': 0.06974408403336999}, {'n_bins': 15, 'result': 0.06976259640157226}, {'n_bins': 20, 'result': 0.07070125191956761}, {'n_bins': 25, 'result': 0.07168497773408894}, {'n_bins': 50, 'result': 0.0723002010867}, {'n_bins': 100, 'result': 0.07385894442647693}, {'n_bins': 200, 'result': 0.07631352198868989}, {'n_bins': 500, 'result': 0.08461118225753309}","{'n_bins': 5, 'logits': False, 'result': 0.001608327293929962}, {'n_bins': 10, 'logits': False, 'result': 0.001803405839803774}, {'n_bins': 15, 'logits': False, 'result': 0.001966136977700357}, {'n_bins': 20, 'logits': False, 'result': 0.002080488971800092}, {'n_bins': 25, 'logits': False, 'result': 0.0021996254180674845}, {'n_bins': 50, 'logits': False, 'result': 0.0025319119003319435}, {'n_bins': 100, 'logits': False, 'result': 0.002859269272415489}, {'n_bins': 200, 'logits': False, 'result': 0.0031059436833182556}, {'n_bins': 500, 'logits': False, 'result': 0.0033314542383146434}","{'n_bins': 5, 'logits': False, 'result': 0.0004312570813774675}, {'n_bins': 10, 'logits': False, 'result': 0.0004935228339948657}, {'n_bins': 15, 'logits': False, 'result': 0.0005732296597020618}, {'n_bins': 20, 'logits': False, 'result': 0.0006374818375395611}, {'n_bins': 25, 'logits': False, 'result': 0.0006773659558458231}, {'n_bins': 50, 'logits': False, 'result': 0.0010322972641231731}, {'n_bins': 100, 'logits': False, 'result': 0.001509243887765064}, {'n_bins': 200, 'logits': False, 'result': 0.0016359039357978372}, {'n_bins': 500, 'logits': False, 'result': 0.0018638510876467641}","{'n_bins': 5, 'result': 0.15742215434253448}, {'n_bins': 10, 'result': 0.19248220859429777}, {'n_bins': 15, 'result': 0.22331411149495706}, {'n_bins': 20, 'result': 0.22871796952353585}, {'n_bins': 25, 'result': 0.23300852691918084}, {'n_bins': 50, 'result': 0.5181121776501337}, {'n_bins': 100, 'result': 0.8562037199735641}, {'n_bins': 200, 'result': 0.8577838391065598}, {'n_bins': 500, 'result': 0.8577838391065598}","{'n_bins': 5, 'result': 0.0016083272939299642}, {'n_bins': 10, 'result': 0.0018034058398037742}, {'n_bins': 15, 'result': 0.0019661369777003567}, {'n_bins': 20, 'result': 0.002080488971800092}, {'n_bins': 25, 'result': 0.0021996254180674884}, {'n_bins': 50, 'result': 0.002531911900331942}, {'n_bins': 100, 'result': 0.002859269272415483}, {'n_bins': 200, 'result': 0.0031059436833182474}, {'n_bins': 500, 'result': 0.00333145423831464}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.00012864716483002755}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0005765676658038586}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.06860079563260078}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.06860078873038292}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.06860079533457755}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.06860079466104509}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.06860206491947174}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.0686100242137909}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.07071452052593231}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.07132763664424419}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.07528871754407881}","{'n_bins': 5, 'logits': False, 'result': 0.06179920178178855}, {'n_bins': 10, 'logits': False, 'result': 0.06103404491917017}, {'n_bins': 15, 'logits': False, 'result': 0.060570702703110615}, {'n_bins': 20, 'logits': False, 'result': 0.060690727313242106}, {'n_bins': 25, 'logits': False, 'result': 0.060746239520600584}, {'n_bins': 50, 'logits': False, 'result': 0.06076765405046635}, {'n_bins': 100, 'logits': False, 'result': 0.061067501813515314}, {'n_bins': 200, 'logits': False, 'result': 0.06163415642541466}, {'n_bins': 500, 'logits': False, 'result': 0.06388249536826268}",{'result': 0.06861516647338872},"{'p_int': None, 'order': 1, 'result': 0.06263685620374373}",{'result': 0.05859756820892826},{'result': 0.6465505626871166},{'result': 0.0023929950161124024},2023-09-25 14:37:44.904551
t2t_vit_12,0.8484,cifar100,"{'n_bins': 5, 'result': 0.07196857790350918}, {'n_bins': 10, 'result': 0.07196854546964165}, {'n_bins': 15, 'result': 0.07196856376156213}, {'n_bins': 20, 'result': 0.07196859281361101}, {'n_bins': 25, 'result': 0.07215562174543738}, {'n_bins': 50, 'result': 0.07227491382136941}, {'n_bins': 100, 'result': 0.07336899426206947}, {'n_bins': 200, 'result': 0.07644180476740002}, {'n_bins': 500, 'result': 0.08286980227455497}","{'n_bins': 5, 'logits': False, 'result': 0.0016435039546691705}, {'n_bins': 10, 'logits': False, 'result': 0.0018191003709251102}, {'n_bins': 15, 'logits': False, 'result': 0.0019636989182635657}, {'n_bins': 20, 'logits': False, 'result': 0.00207664894216586}, {'n_bins': 25, 'logits': False, 'result': 0.0021672108043428394}, {'n_bins': 50, 'logits': False, 'result': 0.002499591450979205}, {'n_bins': 100, 'logits': False, 'result': 0.0027879080978360717}, {'n_bins': 200, 'logits': False, 'result': 0.003013096649959169}, {'n_bins': 500, 'logits': False, 'result': 0.0032257833984687995}","{'n_bins': 5, 'logits': False, 'result': 0.0004337689479026889}, {'n_bins': 10, 'logits': False, 'result': 0.0004874756412009954}, {'n_bins': 15, 'logits': False, 'result': 0.0005393916774862054}, {'n_bins': 20, 'logits': False, 'result': 0.0006028901205041972}, {'n_bins': 25, 'logits': False, 'result': 0.0006491069529075607}, {'n_bins': 50, 'logits': False, 'result': 0.000985632570513186}, {'n_bins': 100, 'logits': False, 'result': 0.0015454374934195888}, {'n_bins': 200, 'logits': False, 'result': 0.0016184240941496128}, {'n_bins': 500, 'logits': False, 'result': 0.0018303173932488843}","{'n_bins': 5, 'result': 0.16308310627937317}, {'n_bins': 10, 'result': 0.22103853306527865}, {'n_bins': 15, 'result': 0.2117911086763654}, {'n_bins': 20, 'result': 0.24651665806770323}, {'n_bins': 25, 'result': 0.2562366326649984}, {'n_bins': 50, 'result': 0.3322017788887024}, {'n_bins': 100, 'result': 0.3358275294303894}, {'n_bins': 200, 'result': 0.4295497337977091}, {'n_bins': 500, 'result': 0.7432340383529663}","{'n_bins': 5, 'result': 0.0016435039546691696}, {'n_bins': 10, 'result': 0.001819100370925109}, {'n_bins': 15, 'result': 0.001963698918263566}, {'n_bins': 20, 'result': 0.002076648942165862}, {'n_bins': 25, 'result': 0.0021672108043428377}, {'n_bins': 50, 'result': 0.0024995914509792056}, {'n_bins': 100, 'result': 0.0027879080978360725}, {'n_bins': 200, 'result': 0.0030130966499591705}, {'n_bins': 500, 'result': 0.003225783398468804}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 7.495524114584025e-05}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0005412565150523026}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.07196855545043945}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.07196855247020723}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.07196859157383442}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.07198346779346466}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.07198142020702361}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.0719857076048851}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.0720456732571125}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.0721655249118805}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.07595503912270068}","{'n_bins': 5, 'logits': False, 'result': 0.06410575602126257}, {'n_bins': 10, 'logits': False, 'result': 0.0630463682194351}, {'n_bins': 15, 'logits': False, 'result': 0.06274572209912324}, {'n_bins': 20, 'logits': False, 'result': 0.06259664190412109}, {'n_bins': 25, 'logits': False, 'result': 0.06253981831169425}, {'n_bins': 50, 'logits': False, 'result': 0.06239650395882806}, {'n_bins': 100, 'logits': False, 'result': 0.06256414986454764}, {'n_bins': 200, 'logits': False, 'result': 0.06333402923172127}, {'n_bins': 500, 'logits': False, 'result': 0.06508274352275416}",{'result': 0.0719823539733887},"{'p_int': None, 'order': 1, 'result': 0.06493293585068995}",{'result': 0.06077505141914731},{'result': 0.6278441567749654},{'result': 0.002341598627590225},2023-09-25 14:39:29.654207
