config,acc,dataset,ece,sce,ace,MCE,cwECE,Marginal_CE_debias,Marginal_CE,ECE_em,Ole,KSCE,KDECE,MMCE,NLL,brier,timestamp
deit,0.972,cifar10,"{'n_bins': 5, 'result': 0.0027041337266564044}, {'n_bins': 10, 'result': 0.0027831339016556253}, {'n_bins': 15, 'result': 0.005284120289608871}, {'n_bins': 20, 'result': 0.005748747918754829}, {'n_bins': 25, 'result': 0.0070749837309122335}, {'n_bins': 50, 'result': 0.010243538491427905}, {'n_bins': 100, 'result': 0.011027583386749055}, {'n_bins': 200, 'result': 0.014336019452661284}, {'n_bins': 500, 'result': 0.022668677736073745}","{'n_bins': 5, 'logits': False, 'result': 0.0022260822798300076}, {'n_bins': 10, 'logits': False, 'result': 0.002747058392936015}, {'n_bins': 15, 'logits': False, 'result': 0.0030924474791245277}, {'n_bins': 20, 'logits': False, 'result': 0.0035140590433264136}, {'n_bins': 25, 'logits': False, 'result': 0.0037566589557667626}, {'n_bins': 50, 'logits': False, 'result': 0.004641689168752059}, {'n_bins': 100, 'logits': False, 'result': 0.005681284727614548}, {'n_bins': 200, 'logits': False, 'result': 0.006967736000432339}, {'n_bins': 500, 'logits': False, 'result': 0.007955313179446597}","{'n_bins': 5, 'logits': False, 'result': 0.001578682794026098}, {'n_bins': 10, 'logits': False, 'result': 0.002037331624196668}, {'n_bins': 15, 'logits': False, 'result': 0.0019843591536495187}, {'n_bins': 20, 'logits': False, 'result': 0.002115453788187551}, {'n_bins': 25, 'logits': False, 'result': 0.002216494388415597}, {'n_bins': 50, 'logits': False, 'result': 0.0025286686530616863}, {'n_bins': 100, 'logits': False, 'result': 0.0031972396602910525}, {'n_bins': 200, 'logits': False, 'result': 0.003652381472615544}, {'n_bins': 500, 'logits': False, 'result': 0.004614294474540349}","{'n_bins': 5, 'result': 0.21801908612251286}, {'n_bins': 10, 'result': 0.3086832265059153}, {'n_bins': 15, 'result': 0.32960419012950015}, {'n_bins': 20, 'result': 0.3317311235836574}, {'n_bins': 25, 'result': 0.3317311235836574}, {'n_bins': 50, 'result': 0.6537747085094452}, {'n_bins': 100, 'result': 0.748587429523468}, {'n_bins': 200, 'result': 0.7881564497947693}, {'n_bins': 500, 'result': 0.8834158778190613}","{'n_bins': 5, 'result': 0.002226082279830008}, {'n_bins': 10, 'result': 0.0027470583929360146}, {'n_bins': 15, 'result': 0.00309244747912453}, {'n_bins': 20, 'result': 0.0035140590433264144}, {'n_bins': 25, 'result': 0.0037566589557667595}, {'n_bins': 50, 'result': 0.004641689168752054}, {'n_bins': 100, 'result': 0.0056812847276145485}, {'n_bins': 200, 'result': 0.006967736000432341}, {'n_bins': 500, 'result': 0.007955313179446604}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0013310614941424211}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0019688458097021208}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.002109205722808838}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.004480570554733276}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.006225176088511944}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.006993770055472851}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.00802632186561823}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.008649095475673677}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.009927294284105301}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.012255523674190045}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.017995634026825427}","{'n_bins': 5, 'logits': False, 'result': 0.00031941334769057284}, {'n_bins': 10, 'logits': False, 'result': 0.00032053463354618327}, {'n_bins': 15, 'logits': False, 'result': 0.001367185590262601}, {'n_bins': 20, 'logits': False, 'result': 0.0015921655095798186}, {'n_bins': 25, 'logits': False, 'result': 0.0021118752988218727}, {'n_bins': 50, 'logits': False, 'result': 0.0033496338118120814}, {'n_bins': 100, 'logits': False, 'result': 0.003584035241420652}, {'n_bins': 200, 'logits': False, 'result': 0.004805001478556481}, {'n_bins': 500, 'logits': False, 'result': 0.007934666582809679}",{'result': 0.003102925479412079},"{'p_int': None, 'order': 1, 'result': 0.011461670678210639}",{'result': 0.0021033719012819724},{'result': 0.10422721241175652},{'result': 0.004620142791260772},2023-09-25 21:22:05.082584
deit,0.84625,cifar100,"{'n_bins': 5, 'result': 0.022495644893497244}, {'n_bins': 10, 'result': 0.022495620996691258}, {'n_bins': 15, 'result': 0.022708101553842393}, {'n_bins': 20, 'result': 0.02327548050973562}, {'n_bins': 25, 'result': 0.024065221850760293}, {'n_bins': 50, 'result': 0.02767631228547543}, {'n_bins': 100, 'result': 0.032242863003164535}, {'n_bins': 200, 'result': 0.04079769974295049}, {'n_bins': 500, 'result': 0.05758256835304198}","{'n_bins': 5, 'logits': False, 'result': 0.0010494747615459351}, {'n_bins': 10, 'logits': False, 'result': 0.0013540875662151665}, {'n_bins': 15, 'logits': False, 'result': 0.0015844512764437225}, {'n_bins': 20, 'logits': False, 'result': 0.0017908526626864833}, {'n_bins': 25, 'logits': False, 'result': 0.0019685858702825124}, {'n_bins': 50, 'logits': False, 'result': 0.0024807387048564437}, {'n_bins': 100, 'logits': False, 'result': 0.002945746161398486}, {'n_bins': 200, 'logits': False, 'result': 0.003326720593013557}, {'n_bins': 500, 'logits': False, 'result': 0.0037125731635504564}","{'n_bins': 5, 'logits': False, 'result': 0.0005957026441373174}, {'n_bins': 10, 'logits': False, 'result': 0.0006692563148769104}, {'n_bins': 15, 'logits': False, 'result': 0.0007216552590334257}, {'n_bins': 20, 'logits': False, 'result': 0.0007740598150228362}, {'n_bins': 25, 'logits': False, 'result': 0.0008253231715314918}, {'n_bins': 50, 'logits': False, 'result': 0.0009919578202419487}, {'n_bins': 100, 'logits': False, 'result': 0.0013096581729825593}, {'n_bins': 200, 'logits': False, 'result': 0.0015814648381118244}, {'n_bins': 500, 'logits': False, 'result': 0.0020044677229698817}","{'n_bins': 5, 'result': 0.05084484957344604}, {'n_bins': 10, 'result': 0.08253654092550278}, {'n_bins': 15, 'result': 0.09275559604782418}, {'n_bins': 20, 'result': 0.08253654092550278}, {'n_bins': 25, 'result': 0.10490291565656662}, {'n_bins': 50, 'result': 0.19921356936295825}, {'n_bins': 100, 'result': 0.35512836703232353}, {'n_bins': 200, 'result': 0.7243547737598419}, {'n_bins': 500, 'result': 0.8338685482740402}","{'n_bins': 5, 'result': 0.0010494747615459347}, {'n_bins': 10, 'result': 0.0013540875662151662}, {'n_bins': 15, 'result': 0.0015844512764437244}, {'n_bins': 20, 'result': 0.001790852662686484}, {'n_bins': 25, 'result': 0.0019685858702825137}, {'n_bins': 50, 'result': 0.0024807387048564485}, {'n_bins': 100, 'result': 0.002945746161398492}, {'n_bins': 200, 'result': 0.00332672059301356}, {'n_bins': 500, 'result': 0.0037125731635504603}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0002142129813358501}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.0007253422874788179}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.017762762308120728}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.02173193693161011}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.02147656898200512}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.021763679385185242}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.02198404908180237}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.02366465747356415}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.029758026748895647}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.03729621154814959}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.05348586791753769}","{'n_bins': 5, 'logits': False, 'result': 0.017400293645809466}, {'n_bins': 10, 'logits': False, 'result': 0.017080096811373437}, {'n_bins': 15, 'logits': False, 'result': 0.017045339362972013}, {'n_bins': 20, 'logits': False, 'result': 0.017144615749759024}, {'n_bins': 25, 'logits': False, 'result': 0.017364946095614522}, {'n_bins': 50, 'logits': False, 'result': 0.017986486158427056}, {'n_bins': 100, 'logits': False, 'result': 0.019197284763800396}, {'n_bins': 200, 'logits': False, 'result': 0.02166349861664542}, {'n_bins': 500, 'logits': False, 'result': 0.026682966918934875}",{'result': 0.01698122739791874},"{'p_int': None, 'order': 1, 'result': 0.018409175386612946}",{'result': 0.016222716917626747},{'result': 0.5794333099280975},{'result': 0.002254077716098341},2023-09-25 21:26:03.478791
deit,0.56625,ImageNet16-120,"{'n_bins': 5, 'result': 0.02260006928816439}, {'n_bins': 10, 'result': 0.023097828651467964}, {'n_bins': 15, 'result': 0.022600070909441754}, {'n_bins': 20, 'result': 0.02537583928011979}, {'n_bins': 25, 'result': 0.023989164823045344}, {'n_bins': 50, 'result': 0.032205473823317635}, {'n_bins': 100, 'result': 0.050365155952361726}, {'n_bins': 200, 'result': 0.06764625436703982}, {'n_bins': 500, 'result': 0.1046269838279112}","{'n_bins': 5, 'logits': False, 'result': 0.0019554895802763577}, {'n_bins': 10, 'logits': False, 'result': 0.002475149266971229}, {'n_bins': 15, 'logits': False, 'result': 0.0029236299295468237}, {'n_bins': 20, 'logits': False, 'result': 0.003217247170666168}, {'n_bins': 25, 'logits': False, 'result': 0.0035090054499441943}, {'n_bins': 50, 'logits': False, 'result': 0.004380008616059051}, {'n_bins': 100, 'logits': False, 'result': 0.005448334716022335}, {'n_bins': 200, 'logits': False, 'result': 0.006549070364998617}, {'n_bins': 500, 'logits': False, 'result': 0.007722644659783352}","{'n_bins': 5, 'logits': False, 'result': 0.0015959836323871884}, {'n_bins': 10, 'logits': False, 'result': 0.0018116603207020503}, {'n_bins': 15, 'logits': False, 'result': 0.0019801119887819223}, {'n_bins': 20, 'logits': False, 'result': 0.0021546050528521462}, {'n_bins': 25, 'logits': False, 'result': 0.0022846860551193554}, {'n_bins': 50, 'logits': False, 'result': 0.0027771180718971092}, {'n_bins': 100, 'logits': False, 'result': 0.0033133649520495456}, {'n_bins': 200, 'logits': False, 'result': 0.004065877373342574}, {'n_bins': 500, 'logits': False, 'result': 0.0028574947564603483}","{'n_bins': 5, 'result': 0.03641420570521581}, {'n_bins': 10, 'result': 0.04119317701884678}, {'n_bins': 15, 'result': 0.06001673163594429}, {'n_bins': 20, 'result': 0.28926414375503856}, {'n_bins': 25, 'result': 0.961743526160717}, {'n_bins': 50, 'result': 0.961743526160717}, {'n_bins': 100, 'result': 0.961743526160717}, {'n_bins': 200, 'result': 0.961743526160717}, {'n_bins': 500, 'result': 0.961743526160717}","{'n_bins': 5, 'result': 0.0019554895802763594}, {'n_bins': 10, 'result': 0.002475149266971231}, {'n_bins': 15, 'result': 0.0029236299295468298}, {'n_bins': 20, 'result': 0.003217247170666168}, {'n_bins': 25, 'result': 0.0035090054499441977}, {'n_bins': 50, 'result': 0.004380008616059057}, {'n_bins': 100, 'result': 0.005448334716022348}, {'n_bins': 200, 'result': 0.006549070364998646}, {'n_bins': 500, 'result': 0.007722644659783378}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.001468206236800749}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.001980111999324464}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.0234792560338974}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.02420608401298523}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.025125716626644132}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.027557141706347467}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.02665661662817001}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.034037259966135026}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.052833944931626325}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.06791465139016509}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.10282914338943859}","{'n_bins': 5, 'logits': False, 'result': 0.007247864074144599}, {'n_bins': 10, 'logits': False, 'result': 0.007202115656375157}, {'n_bins': 15, 'logits': False, 'result': 0.007073191561653595}, {'n_bins': 20, 'logits': False, 'result': 0.007667425268448763}, {'n_bins': 25, 'logits': False, 'result': 0.007398877198472844}, {'n_bins': 50, 'logits': False, 'result': 0.009454265115727153}, {'n_bins': 100, 'logits': False, 'result': 0.013639316875912365}, {'n_bins': 200, 'logits': False, 'result': 0.018568594074149885}, {'n_bins': 500, 'logits': False, 'result': 0.028373720902777348}",{'result': 0.01634427070617675},"{'p_int': None, 'order': 1, 'result': 0.02326593795796727}",{'result': 0.011526246384062288},{'result': 1.64141869269794},{'result': 0.004721359312603161},2023-09-25 21:28:04.548504
pvtv2,0.887,cifar10,"{'n_bins': 5, 'result': 0.011554653950035573}, {'n_bins': 10, 'result': 0.012469355177134274}, {'n_bins': 15, 'result': 0.01282517015747726}, {'n_bins': 20, 'result': 0.013698602531105282}, {'n_bins': 25, 'result': 0.014884909661486721}, {'n_bins': 50, 'result': 0.01795816944725808}, {'n_bins': 100, 'result': 0.02357245877757666}, {'n_bins': 200, 'result': 0.0290778953768313}, {'n_bins': 500, 'result': 0.045580863099545246}","{'n_bins': 5, 'logits': False, 'result': 0.002888401396968402}, {'n_bins': 10, 'logits': False, 'result': 0.003991536172530324}, {'n_bins': 15, 'logits': False, 'result': 0.004362648248563347}, {'n_bins': 20, 'logits': False, 'result': 0.005138695114455189}, {'n_bins': 25, 'logits': False, 'result': 0.005490095766025474}, {'n_bins': 50, 'logits': False, 'result': 0.007577765773098502}, {'n_bins': 100, 'logits': False, 'result': 0.01068969245401459}, {'n_bins': 200, 'logits': False, 'result': 0.01474183277452975}, {'n_bins': 500, 'logits': False, 'result': 0.02115147801261698}","{'n_bins': 5, 'logits': False, 'result': 0.0014353757285191077}, {'n_bins': 10, 'logits': False, 'result': 0.0024693469376325}, {'n_bins': 15, 'logits': False, 'result': 0.0026542644800330146}, {'n_bins': 20, 'logits': False, 'result': 0.0027295121590089934}, {'n_bins': 25, 'logits': False, 'result': 0.0027951870946481337}, {'n_bins': 50, 'logits': False, 'result': 0.003956732536153568}, {'n_bins': 100, 'logits': False, 'result': 0.005408808469114343}, {'n_bins': 200, 'logits': False, 'result': 0.007239963463615177}, {'n_bins': 500, 'logits': False, 'result': 0.010821916739267065}","{'n_bins': 5, 'result': 0.05962157008623836}, {'n_bins': 10, 'result': 0.12406944632530215}, {'n_bins': 15, 'result': 0.09021214147408801}, {'n_bins': 20, 'result': 0.23693633079528809}, {'n_bins': 25, 'result': 0.25032103061676025}, {'n_bins': 50, 'result': 0.25032103061676025}, {'n_bins': 100, 'result': 0.7445091307163239}, {'n_bins': 200, 'result': 0.7445091307163239}, {'n_bins': 500, 'result': 0.7445091307163239}","{'n_bins': 5, 'result': 0.0028884013969684022}, {'n_bins': 10, 'result': 0.003991536172530323}, {'n_bins': 15, 'result': 0.004362648248563346}, {'n_bins': 20, 'result': 0.005138695114455185}, {'n_bins': 25, 'result': 0.005490095766025478}, {'n_bins': 50, 'result': 0.007577765773098511}, {'n_bins': 100, 'result': 0.010689692454014584}, {'n_bins': 200, 'result': 0.01474183277452976}, {'n_bins': 500, 'result': 0.02115147801261701}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0018066985190241032}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.002648396785741825}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.009960547208786011}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.011509559892117978}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.010636595368385316}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.012032393239438534}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.011725379228591919}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.01555066952109337}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.01842101665586233}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.026124387003481388}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.04272168497741222}","{'n_bins': 5, 'logits': False, 'result': 0.009633763193850668}, {'n_bins': 10, 'logits': False, 'result': 0.009529007407602976}, {'n_bins': 15, 'logits': False, 'result': 0.00946061119897339}, {'n_bins': 20, 'logits': False, 'result': 0.009637499328986013}, {'n_bins': 25, 'logits': False, 'result': 0.010238095855742722}, {'n_bins': 50, 'logits': False, 'result': 0.010876686951969972}, {'n_bins': 100, 'logits': False, 'result': 0.012754553856689225}, {'n_bins': 200, 'logits': False, 'result': 0.014419003680814124}, {'n_bins': 500, 'logits': False, 'result': 0.02001764552097591}",{'result': 0.010024999618530317},"{'p_int': None, 'order': 1, 'result': 0.013594519390349355}",{'result': 0.008965740695870361},{'result': 0.3317390844788177},{'result': 0.016623854733525633},2023-09-25 21:30:20.783317
pvtv2,0.650375,cifar100,"{'n_bins': 5, 'result': 0.0302471087668091}, {'n_bins': 10, 'result': 0.031393606437370186}, {'n_bins': 15, 'result': 0.03216973236948251}, {'n_bins': 20, 'result': 0.03151357326284051}, {'n_bins': 25, 'result': 0.03388710447028279}, {'n_bins': 50, 'result': 0.03661921230982991}, {'n_bins': 100, 'result': 0.03979970012698324}, {'n_bins': 200, 'result': 0.050502467260695995}, {'n_bins': 500, 'result': 0.07574015553668134}","{'n_bins': 5, 'logits': False, 'result': 0.0014401629172965471}, {'n_bins': 10, 'logits': False, 'result': 0.0019253598616836795}, {'n_bins': 15, 'logits': False, 'result': 0.0022033450946067766}, {'n_bins': 20, 'logits': False, 'result': 0.0025157385540685953}, {'n_bins': 25, 'logits': False, 'result': 0.002732207065044933}, {'n_bins': 50, 'logits': False, 'result': 0.0036971888347969873}, {'n_bins': 100, 'logits': False, 'result': 0.004870975183703874}, {'n_bins': 200, 'logits': False, 'result': 0.006133251409978155}, {'n_bins': 500, 'logits': False, 'result': 0.007675745273719245}","{'n_bins': 5, 'logits': False, 'result': 0.0008417873863187223}, {'n_bins': 10, 'logits': False, 'result': 0.0009812049280093734}, {'n_bins': 15, 'logits': False, 'result': 0.0010839656561449384}, {'n_bins': 20, 'logits': False, 'result': 0.00121612338753667}, {'n_bins': 25, 'logits': False, 'result': 0.0013110771289812397}, {'n_bins': 50, 'logits': False, 'result': 0.0017369911286560238}, {'n_bins': 100, 'logits': False, 'result': 0.002393672931438416}, {'n_bins': 200, 'logits': False, 'result': 0.002990990534978201}, {'n_bins': 500, 'logits': False, 'result': 0.004142765802612236}","{'n_bins': 5, 'result': 0.06378393301860896}, {'n_bins': 10, 'result': 0.089876189827919}, {'n_bins': 15, 'result': 0.07049156803833811}, {'n_bins': 20, 'result': 0.089876189827919}, {'n_bins': 25, 'result': 0.1007043790150356}, {'n_bins': 50, 'result': 0.12835343947281708}, {'n_bins': 100, 'result': 0.14619019627571106}, {'n_bins': 200, 'result': 0.23399508508240308}, {'n_bins': 500, 'result': 0.8990639671683311}","{'n_bins': 5, 'result': 0.001440162917296548}, {'n_bins': 10, 'result': 0.0019253598616836825}, {'n_bins': 15, 'result': 0.002203345094606775}, {'n_bins': 20, 'result': 0.0025157385540685935}, {'n_bins': 25, 'result': 0.002732207065044932}, {'n_bins': 50, 'result': 0.00369718883479698}, {'n_bins': 100, 'result': 0.004870975183703885}, {'n_bins': 200, 'result': 0.006133251409978146}, {'n_bins': 500, 'result': 0.007675745273719241}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0005912323094635178}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.001084730548615215}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.03024712204933167}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.030247111618518834}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.031420545518398284}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.03197669461369514}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.03360399305820465}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.036725749671459196}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.041259894445538514}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.055338118981570004}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.07943461903184654}","{'n_bins': 5, 'logits': False, 'result': 0.0}, {'n_bins': 10, 'logits': False, 'result': 0.00013708723478569643}, {'n_bins': 15, 'logits': False, 'result': 0.00020451205964500658}, {'n_bins': 20, 'logits': False, 'result': 0.00013716424770476035}, {'n_bins': 25, 'logits': False, 'result': 0.000539367929041979}, {'n_bins': 50, 'logits': False, 'result': 0.0010168965591032665}, {'n_bins': 100, 'logits': False, 'result': 0.0015450770553817397}, {'n_bins': 200, 'logits': False, 'result': 0.004089584575204265}, {'n_bins': 500, 'logits': False, 'result': 0.010299778218516666}",{'result': 0.03029292106628423},"{'p_int': None, 'order': 1, 'result': 0.03305873487852445}",{'result': 0.024343752507220668},{'result': 1.2566540515865026},{'result': 0.004668843543211816},2023-09-25 21:31:14.069171
pvtv2,0.349375,ImageNet16-120,"{'n_bins': 5, 'result': 0.020104968653370935}, {'n_bins': 10, 'result': 0.020890078268324338}, {'n_bins': 15, 'result': 0.020952580173810315}, {'n_bins': 20, 'result': 0.021557369425427172}, {'n_bins': 25, 'result': 0.023293206969586512}, {'n_bins': 50, 'result': 0.03157606267991166}, {'n_bins': 100, 'result': 0.03897679122785725}, {'n_bins': 200, 'result': 0.0560094658626864}, {'n_bins': 500, 'result': 0.08588995984988283}","{'n_bins': 5, 'logits': False, 'result': 0.002455736201612227}, {'n_bins': 10, 'logits': False, 'result': 0.002871387912950922}, {'n_bins': 15, 'logits': False, 'result': 0.0032989987361739213}, {'n_bins': 20, 'logits': False, 'result': 0.0035973605883708763}, {'n_bins': 25, 'logits': False, 'result': 0.0038638902987524113}, {'n_bins': 50, 'logits': False, 'result': 0.004885502065110964}, {'n_bins': 100, 'logits': False, 'result': 0.00603963851895795}, {'n_bins': 200, 'logits': False, 'result': 0.007508897677496785}, {'n_bins': 500, 'logits': False, 'result': 0.00955562256100839}","{'n_bins': 5, 'logits': False, 'result': 0.0022331429905912636}, {'n_bins': 10, 'logits': False, 'result': 0.002554446055651721}, {'n_bins': 15, 'logits': False, 'result': 0.002838597968233309}, {'n_bins': 20, 'logits': False, 'result': 0.003080043501290339}, {'n_bins': 25, 'logits': False, 'result': 0.0033059440094047564}, {'n_bins': 50, 'logits': False, 'result': 0.0040572700079250625}, {'n_bins': 100, 'logits': False, 'result': 0.004999704541198185}, {'n_bins': 200, 'logits': False, 'result': 0.006235187712492244}, {'n_bins': 500, 'logits': False, 'result': 0.005117429414639055}","{'n_bins': 5, 'result': 0.04778739726432013}, {'n_bins': 10, 'result': 0.06033475796381638}, {'n_bins': 15, 'result': 0.05940488322836457}, {'n_bins': 20, 'result': 0.12111149616138905}, {'n_bins': 25, 'result': 0.07563369365838857}, {'n_bins': 50, 'result': 0.12207565857813907}, {'n_bins': 100, 'result': 0.22456658363342286}, {'n_bins': 200, 'result': 0.3053143620491028}, {'n_bins': 500, 'result': 0.8388262987136841}","{'n_bins': 5, 'result': 0.002455736201612227}, {'n_bins': 10, 'result': 0.0028713879129509223}, {'n_bins': 15, 'result': 0.0032989987361739218}, {'n_bins': 20, 'result': 0.0035973605883708737}, {'n_bins': 25, 'result': 0.0038638902987524187}, {'n_bins': 50, 'result': 0.004885502065110966}, {'n_bins': 100, 'result': 0.006039638518957948}, {'n_bins': 200, 'result': 0.007508897677496786}, {'n_bins': 500, 'result': 0.009555622561008352}","{'p': 1, 'debias': True, 'mode': 'marginal', 'result': 0.0022262994869505837}","{'p': 1, 'debias': False, 'mode': 'marginal', 'result': 0.002838597948899585}","{'debias': False, 'num_bins': 5, 'mode': 'top-label', 'result': 0.016815660893917082}, {'debias': False, 'num_bins': 10, 'mode': 'top-label', 'result': 0.021367323398590092}, {'debias': False, 'num_bins': 15, 'mode': 'top-label', 'result': 0.01985044678052266}, {'debias': False, 'num_bins': 20, 'mode': 'top-label', 'result': 0.028075002133846283}, {'debias': False, 'num_bins': 25, 'mode': 'top-label', 'result': 0.02434187978506088}, {'debias': False, 'num_bins': 50, 'mode': 'top-label', 'result': 0.029241406321525575}, {'debias': False, 'num_bins': 100, 'mode': 'top-label', 'result': 0.04229702096432447}, {'debias': False, 'num_bins': 200, 'mode': 'top-label', 'result': 0.060791001766920094}, {'debias': False, 'num_bins': 500, 'mode': 'top-label', 'result': 0.09845650204767784}","{'n_bins': 5, 'logits': False, 'result': 0.00281586925247168}, {'n_bins': 10, 'logits': False, 'result': 0.003127592768750205}, {'n_bins': 15, 'logits': False, 'result': 0.003068175785065956}, {'n_bins': 20, 'logits': False, 'result': 0.003477400537487694}, {'n_bins': 25, 'logits': False, 'result': 0.003794422179882413}, {'n_bins': 50, 'logits': False, 'result': 0.00527012410177184}, {'n_bins': 100, 'logits': False, 'result': 0.006797740501342038}, {'n_bins': 200, 'logits': False, 'result': 0.010271287341506135}, {'n_bins': 500, 'logits': False, 'result': 0.016476695754299518}",{'result': 0.012171921730041502},"{'p_int': None, 'order': 1, 'result': 0.01966533989391469}",{'result': 0.008647851670083053},{'result': 2.6475688228572754},{'result': 0.006549882422656718},2023-09-25 21:31:59.539063
